EUR;GBP;2018-03-14;0.8856;
EUR;GBP;2018-03-14;0.8857;
EUR;GBP;2018-03-14;0.8864;
EUR;GBP;2018-03-14;0.8872;
EUR;GBP;2018-03-14;0.8857;
EUR;GBP;2018-03-14;0.8848;
EUR;GBP;2018-03-14;0.8861;
EUR;GBP;2018-03-14;0.8860;
EUR;GBP;2018-03-14;0.8859;
EUR;GBP;2018-03-14;0.8865;
EUR;GBP;2018-03-14;0.8873;
EUR;GBP;2018-03-14;0.8877;
EUR;GBP;2018-03-14;0.8874;
EUR;GBP;2018-03-14;0.8878;
EUR;GBP;2018-03-14;0.8871;
